MULakeNumber,waterBody,AlternativeNames1,AlternativeNames2,samplingSite,Latitude_samplingSite,Longitude_samplingSite
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 3.1,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 30,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 31,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 31.1,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 36,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 39,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 4.10,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 4.15,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 4.2,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 4.3,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 4.55,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 4.8,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 4.9,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 45,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 51,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 53,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 54,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 59,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 61,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 62,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 7,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 8,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks 89,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks C1,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks LN3,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks LN5,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks PC1,38.20573842931157,-92.627385666345
149,Lake_of_the_Ozarks,Lake of the Ozarks,NA,Lake of the Ozarks Villas,38.20573842931157,-92.627385666345
149-04-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-04-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-04-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-04-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-04-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-08-00,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-08-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-08-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-08-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-08-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-08-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-16-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-16-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-16-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-16-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-16-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-18-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-18-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-18-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-18-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-28-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-28-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-28-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-28-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-28-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-39-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-39-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-39-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-39-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-39-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-45-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-45-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-45-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-45-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-60-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-60-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-60-21,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-60-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GA-02-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GA-02-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GA-02-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GA-02-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GA-02-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GG-03-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GG-03-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GG-03-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GG-03-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GG-03-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-GG-20-04,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,38.10113076923077,-92.65719907692308
149-NA-32-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,38.01908145833333,-92.82750208333331
149-NA-33-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-33-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-33-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-33-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-33-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-40-10,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-40-20,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-40-30,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-40-40,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
149-NA-40-50,Lake_of_the_Ozarks,Lake of the Ozarks,NA,NA,NA,NA
150,Blind_Pony,Blind Pony,NA,Blind Pony 1,39.03386298319086,-93.36716499431174
152,Lafayette,Lafayette,NA,Lafayette 1,37.89,-90.59
155,Weatherby,Weatherby,NA,Weatherby 1,39.23,-94.7
155,Weatherby,Weatherby,NA,Weatherby N End,39.25,-94.69
155,Weatherby,Weatherby,NA,Weatherby W Cove,39.23,-94.7
157,Holden_City,Holden City,NA,Holden City 1,38.76,-94.04
158,Amarugia_Highlands_WA,Amarugia Highlands W.A.,NA,Amarugia Highlands W.A. 1,38.54,-94.43
159,Harmony_Mission_CA,Harmony Mission C.A.,NA,Harmony Mission C.A. 1,38.07,-94.43
160,Four_Rivers,Four Rivers,NA,Fours Rivers 1,38.02,-94.34
161,Bushwacker,Bushwacker,NA,Bushwacker 1,37.67,-94.41
162,Maple_Leaf,Maple Leaf,NA,Maple Leaf 1,38.98996888111888,-93.78043629370627
163,King,King,NA,King 1,40.02110798877591,-94.43711463621229
164,Elmwood,Elmwood,NA,Elmwood 1,40.225112338531034,-93.11525285323188
165,Jackrabbit,Jackrabbit,NA,Jackrabbit 1,38.888991429009934,-94.32393817925976
166,Catclaw,Catclaw,NA,Catclaw 1,38.89,-94.32
167,Cottontail,Cottontail,NA,Cottontail 1,38.88517799130775,-94.3176928046718
168,Nell,Nell,NA,Nell 1,38.87986604170004,-94.32299526286953
169,Gopher,Gopher,NA,Gopher 1,38.87413489450148,-94.31502738228924
170,Coot,Coot,NA,Coot 1,38.86996167842868,-94.33970148939626
178,Daniel_Boone,Daniel Boone,NA,Daniel Boone 1,39.79,-92.26
179,Nodaway_County,Nodaway County,NA,Nodaway County 1,40.42709648858388,-94.85753326482632
180,Bilby_Ranch,Bilby Ranch,NA,Bilby Ranch 1,40.34950613043149,-95.1331617995722
181,Mozingo,Mozingo,NA,Mozingo 1,40.350219111282975,-94.7774324015584
182,Fox_Valley,Fox Valley,NA,Fox Valley 1,40.497856977689786,-91.7668181438572
183,Hazel_Hill,Hazel Hill,NA,Hazel Hill 1,38.8457837019902,-93.77747669921092
184,Manito,Manito,NA,Manito 1,38.591094543217544,-92.8064497036395
185,Harrison_County,Harrison County,NA,Harrison County 1,40.39734199185816,-94.08433867160096
186,Carl_DiSalvo,Carl DiSalvo,Bismark,Carl DiSalvo 1,37.73086367751094,-90.63406641209689
187,Belcher_Branch,Belcher Branch,NA,Belcher Branch 1,39.58,-94.73
188,Big_Oak,Big Oak,NA,Big Oak 1,36.64,-89.29
189,Butler_City,Butler City,NA,Butler City 1,38.28,-94.43
190,Charity,Charity,NA,Charity 1,40.48,-95.58
191,Indian_Creek,Indian Creek,NA,Indian Creek 1,39.9,-93.7
192,Jo_Shelby,Jo Shelby,NA,Jo Shelby 1,39.716944361123325,-93.32241168894492
193,Busch_37,Busch 37,NA,Busch 37 1,38.71,-90.79
194,Lawson_City,Lawson City,NA,Lawson City 1,39.46,-94.2
195,Limpp,Limpp,NA,Limpp 1,40.06299512811226,-94.53837082340245
196,Lone_Jack,Lone Jack,NA,Lone Jack 1,38.89,-94.19
197,Prairie,Prairie,NA,Prairie 1,38.70939314925791,-90.69063294519395
198,Ray_County,Ray County,NA,Ray County 1,39.31,-93.99
199,Rothwell,Rothwell,NA,Rothwell 1,39.42,-92.46
200,Savannah_City,Savannah City,NA,Savannah City 1,39.95,-94.86
201,Upper_Big,Upper Big,NA,Upper Big 1,36.96,-89.37
202,Whiteside,Whiteside,NA,Whiteside 1,39.17,-91.01
203,Willow_Brook,Willow Brook,NA,Willow Brook 1,39.87,-94.38
204,Worth_County,Worth County,NA,Worth County 1,40.4,-94.53
211,Cameron_Sunrise,Cameron 2 (Sunrise),Cameron2Sunrise,Cameron (Sunrise) 1,39.76290278713659,-94.25829500823984
211,Cameron_Sunrise,Cameron 2 (Sunrise),Cameron2Sunrise,Cameron 2 (Sunrise) 1,39.76290278713659,-94.25829500823984
212,Grindstone,Grindstone,NA,Grindstone 1,39.77,-94.3
213,Cameron_Eagle,Cameron 3 (Eagle),Cameron_3Eagle,Cameron (Eagle) 1,39.77379008311739,-94.27196939609394
213,Cameron_Eagle,Cameron 3 (Eagle),Cameron_3Eagle,Cameron 3/Eagle 1,39.77379008311739,-94.27196939609394
214,Bennitt,Bennitt,NA,Bennitt 1,39.24,-92.46
215,White,White,NA,White 1,39.33,-91.86
216,Big_Whetstone,Big Whetstone,NA,Big Whetstone 1,38.965606538461536,-91.73466455128204
217,Windy_Whetstone,Windy Whetstone,NA,Windy Whetstone 1,38.96,-91.73
218,Bucklin_City,Bucklin City,NA,Bucklin City 1,39.76741178581524,-92.88184160653616
219,Dairy_1,Dairy 1,NA,Dairy 1 1,38.994088760741946,-92.48899782855176
220,Dairy_3,Dairy 3,NA,Dairy 3 1,38.99,-92.47
221,Edina_Section_7,Edina (Section 7),NA,Edina (Section 7) 1,40.18,-92.16
222,Ewing,Ewing,NA,Ewing 1,40.02,-91.72
223,Greenly_Farms,Greenly Farms,NA,Greenly Farms 1,40.02,-92.19
224,Happy_Holler,Happy Holler,NA,Happy Holler 1,40.02571999500975,-94.73334080194934
225,Higbee_Railroad,Higbee Railroad,NA,Higbee Railroad 1,39.31,-92.52
226,Higbee_City,Higbee City,NA,Higbee City 1,39.31,-92.5
227,Horseshoe,Horseshoe,NA,Horseshoe 1,38.94,-91.72
228,Jamesport_Community,Jamesport Community,NA,Jamesport Community 1,39.99829594294316,-93.8427158305646
229,King_City_West,King City (West),NA,King City (West) 1,40.06,-94.51
230,King_City_East,King City (East),NA,King City (East) 1,40.06,-94.51
231,LaPlata_West,LaPlata (West),NA,LaPlata (West) 1,40.02,-92.47
232,Lick_Creek,Lick Creek,NA,Lick Creek 1,39.151123047787536,-92.3852298454514
233,Linneus,Linneus,NA,Linneus 1,39.89,-93.2
234,Malta_Bend,Malta Bend,NA,Malta Bend 1,39.18,-93.39
235,Redman,Redman,NA,Redman 1,39.87,-94.37
236,McCredie,McCredie,NA,McCredie 1,38.94724981981982,-91.90898648648648
237,Milan_North,Milan (North),NA,Milan (North) 1,40.20017981811178,-93.10477960139852
238,Monroe_Route_J,Monroe (Route J),NA,Monroe (Route J) 1,39.605767920427915,-91.66608870903728
239,LaBelle_City_West,LaBelle City (West),NA,LaBelle City (West) 1,40.09,-91.91
240,North_Whetstone,North Whetstone,NA,North Whetstone 1,38.98,-91.73
241,Phillips,Phillips,NA,Phillips 1,38.896172764086295,-92.2939714581196
242,Pike,Pike,NA,Pike 1,39.95,-93.67
243,Pin_Oak,Pin Oak,NA,Pin Oak 1,37.44,-94.57
244,Pine_Ridge,Pine Ridge,NA,Pine Ridge 1,39.4,-92.8
245,Poosey_17,Poosey 17,NA,Poosey 17 1,39.92,-93.72
246,Poosey_18,Poosey 18,NA,Poosey 18 1,39.93,-93.71
247,Poosey_20,Poosey 20,NA,Poosey 20 1,39.93,-93.7
248,Johnson,Johnson,NA,Johnson 1,38.778873745704466,-92.6013804467354
249,Reform_1,Reform 1,NA,Reform 1 1,38.76,-91.8
250,Santa_Fe,Santa Fe,NA,Santa Fe 1,40.04,-92.48
251,Sears_Community,Sears Community,NA,Sears Community 1,40.26,-93.08
252,South_Farm,South Farm,NA,South Farm 1,38.9,-92.28
253,Tobacco_Hill,Tobacco Hill,NA,Tobacco Hill 1,39.42,-94.81
254,Walter,Walter,NA,Walter 1,39.07,-91.63
255,Watershed,Watershed,NA,Watershed 1,40.3,-91.93
256,Wellsville_City,Wellsville City,NA,Wellsville 1,39.03,-91.58
257,Whitesell,Whitesell,NA,Whitesell 1,39.07,-91.63
258,Winegar,Winegar,NA,Winegar 1,38.47764913793103,-92.39735646551723
260,Busch_16,Busch 16,NA,Busch 16 1,38.7,-90.76
261,Adrian_City,Adrian City,NA,Adrian City 1,38.39,-94.34
263,Brays,Brays,NA,Brays 1,37.89,-91.78
264,Drexel_City,Drexel City,NA,Drexel City 1,38.47,-94.61
265,Drexel_Reservoir,Drexel Reservoir,NA,Drexel Reservoir 1,38.463536172289466,-94.60768449340144
266,Garden_City,Garden City,NA,Garden City 1,38.52,-94.17
267,Niangua,Niangua,NA,Niangua 1,37.94,-92.85
268,Nims,Nims,NA,Nims 1,37.64,-90.33
269,Shepherd_Mountain,Shepherd Mountain,NA,Shepherd Mountain 1,37.59180272835785,-90.6577780202485
270,Vandalia,Vandalia,NA,Vandalia 1,39.377618561122176,-91.40859696126188
271,Palmer,Palmer,NA,Palmer 1,37.82,-90.92
272,Perry,Perry,NA,Perry 1,39.42380314430136,-91.67441065256774
273,Odessa_Upper,Odessa (Upper),NA,Odessa (Upper) 1,38.97,-93.98
274,Alpine,Alpine,NA,Alpine 1,38.75013676522095,-91.081638194378
274,Alpine,Alpine,NA,Alpine 2,38.75013676522095,-91.081638194378
275,Ascencio,Ascencio,NA,Ascencio 1,39.34,-94.86
276,Ashland,Ashland,NA,Ashland 1,38.75550139332877,-92.20631259796129
277,Aspen,Aspen,NA,Aspen 1,38.76,-91.04
277,Aspen,Aspen,NA,Aspen LH,38.76,-91.04
278,Aspenetter,Aspenetter,NA,Aspenetter 1,38.76,-91.03
279,Autumn,Autumn,NA,Autumn 1,38.21,-92.71
280,Sherwood_Big_Lake,Sherwood (Big Lake),NA,Sherwood (Big Lake) 1,38.66,-90.99
280,Sherwood_Big_Lake,Sherwood (Big Lake),NA,Sherwood (Big Lake) CH,38.67,-90.97
281,Buteo,Buteo,NA,Buteo 1,38.75,-93.58
282,Cardinal,Cardinal,NA,Cardinal 1,38.76,-91.01
283,Castlenovo,Castlenovo,NA,Castlenovo 1,38.77,-91.05
284,Charrette,Charrette,NA,Charette 1,38.77,-91.02
285,Clearfork,Clearfork,NA,Clearfork 1,38.75,-93.6
286,Crystal,Crystal,NA,Crystal 1,39.36,-94.19
287,Doniphan_Lower,Doniphan (Lower),NA,Doniphan (Lower) 1,38.32,-94.2
288,Doniphan_Upper,Doniphan (Upper),NA,Doniphan (Upper) 1,39.33,-94.2
289,Eleanor,Eleanor,NA,Eleanor 1,38.67,-90.97
290,Eureka,Eureka,NA,Eureka 1,38.51,-90.64
291,Foxtail,Foxtail,NA,Foxtail 1,38.77,-91.02
292,Good_Oak,Good Oak,NA,Good Oak 1,38.2,-92.72
293,Innsbrook,Innsbrook,NA,Innsbrook 1,38.77,-91.05
294,January_Wabash,January Wabash,NA,January Wabash 1,38.75,-90.31
295,Jennings,Jennings,NA,Jennings 1,38.74,-90.26
296,Konstanz,Konstanz,NA,Konstanz 1,38.76,-91.07
297,Lake_of_the_Woods,Lake of the Woods,NA,Lake of the Woods 1,39,-94.52
297,Lake_of_the_Woods,Lake of the Woods,NA,Lake of the Woods 1.1,39,-94.52
298,Ste_Louise,Ste. Louise,NA,Ste. Louise 1,38.8,-90.79
298,Ste_Louise,Ste. Louise,NA,Ste. Louise 2,38.8,-90.8
299,Lakeview,Lakeview,NA,Lakeview 1,39.15,-91.89
300,Lucern,Lucern,NA,Lucern 1,38.78,-91.06
301,Penn_Valley,Penn Valley,NA,Penn Valley 1,39.08,-94.59
302,Red_Fox,Red Fox,NA,Red Fox 1,38.77,-91.03
304,Robin_Hood,Robin Hood,NA,Robin Hood 1,38.67,-90.99
305,Scheffborg,Scheffborg,NA,Scheffborg 1,38.79,-91.06
306,Simpson,Simpson,NA,Simpson 1,38.56,-90.46
307,St_Gallen,St. Gallen,NA,St. Gallen 1,38.75,-91.03
308,Stephens,Stephens,NA,Stephens 1,38.95068522978462,-92.30708699314988
308-01,Stephens,Stephens,NA,Student Site,NA,NA
309,Sugar_Hollow,Sugar Hollow,NA,Sugar Hollow 1,38.67,-90.98
310,Treeline,Treeline,NA,Treeline 1,38.19,-92.74
310,Treeline,Treeline,NA,Treeline 2,38.19,-92.73
311,Troost,Troost,NA,Troost 1,39.08,-94.56
312,Trophy,Trophy,NA,Trophy 1,38.77,-91.03
313,Wanderfern,Wanderfern,NA,Wanderfern 1,38.77,-91.07
314,Waterworks,Waterworks,NA,Waterworks 1,39.42,-92.46
315,Whippoorwill,Whippoorwill,NA,Whippoorwill 1,38.77,-91.03
316,Wood,Wood,NA,Wood 1,39,-92.22
317,Buffalo_Bill,Buffalo Bill,NA,Buffalo Bill 1,39.81562206167988,-94.38362407650293
320,Quarry_Heights,Quarry Heights,NA,Quarry Heights 1,38.94,-92.34
322,Whitecliff,Whitecliff,NA,Whitecliff 1,38.56,-90.37
323,Wyandote,Wyandote,NA,Wyandotte 1,39.17,-94.78
323,Wyandote,Wyandote,NA,Wyandotte 2,39.16,-94.79
400,Woodrail,Woodrail,NA,Woodrail 1,38.92,-92.36
402,Flat_Creek,Flat Creek,NA,Flat Creek 1,36.66,-93.89
402,Flat_Creek,Flat Creek,NA,Flat Creek 2,36.74,-93.83
402,Flat_Creek,Flat Creek,NA,Flat Creek 3,36.78,-93.69
403,Mallard,Mallard,NA,Mallard 1,38.7,-90.49
404,Novus,Novus,NA,Novus 1,38.71,-90.68
404,Novus,Novus,NA,Novus 2,38.71,-90.68
405,Pierson,Pierson,NA,Pierson 1,39.07,-94.71
406,Riss,Riss,NA,Riss 1,39.2,-94.68
407,Roaring_River,Roaring River,NA,Roaring River 1,36.56,-93.77
407,Roaring_River,Roaring River,NA,Roaring River 2,36.56,-93.77
408,Big_Eleven,Big Eleven,NA,Big Eleven 1,39.12,-94.64
409,Carondelet_Boathouse,Carondelet Boathouse,NA,Carondelet Boathouse 1,38.56,-90.27
410,Caswell,Caswell,NA,Caswell 1,38.71,-94.09
411,Cedar,Cedar,NA,Cedar 1,38.89548799494311,-92.35308417231488
412,Barry_Harbor,Barry Harbor,NA,Barry Harbor 1,39.24,-94.61
413,Jaycee,Jaycee,NA,Jaycee 1,38.56,-92.27
414,Crowder,Crowder,NA,Crowder 1,40.1,-93.66
415,Ethel,Ethel,NA,Ethel 1,39.89,-92.75
416,Leisure_Grundy_Co,Leisure (Grundy Co),NA,Leisure (Grundy Co) 1,40.11,-93.73
417,Middle_Fork_Water,Middle Fork Water,NA,Middle Fork Water 1,40.29,-94.43
418,Bass,Bass,NA,Bass 1,38.84,-91.77
419,Butterfly,Butterfly,NA,Butterfly 1,37.79,-90.93
420,Daizy_Valley,Daizy Valley,NA,Daizy Valley 1,38.47442768602583,-91.39038790660253
421,Leisure_Callaway_Co,Leisure (Callaway Co),NA,Leisure (Callaway Co) 1,38.9,-91.82
422,Lochaweeno,Lochaweeno,NA,Lochaweeno 1,38.83,-91.76
423,Port_Hudson,Port Hudson,NA,Port Hudson 1,38.47343010623239,-91.26764941188536
424,Iron_Mountain,Iron Mountain,NA,Iron Mountain 1,37.69,-90.62
425,Kellogg,Kellogg,NA,Kellogg 1,37.19,-94.29
426,Potosi,Potosi,NA,Potosi 1,37.88,-90.68
427,Primrose,Primrose,NA,Primrose 1,37.99,-90.56
428,Sayersbrook,Sayersbrook,NA,Sayersbrook 1,37.99,-90.93
429,Wahoo,Wahoo,NA,Wahoo 1,38,-90.55
430,Bluestem,Bluestem,NA,Bluestem 1,38.87,-94.32
431,Bodarc,Bodarc,NA,Bodarc 1,38.87,-94.32
432,Harrisonville_City,Harrisonville City,NA,Harrisonville City 1,38.66446086582693,-94.33905546255907
433,Luna,Luna,NA,Luna 1,38.66198867339638,-94.34587841893766
434,Sever_Lake_North,Sever Lake North,NA,Sever Lake North 1,40.26,-92.15
435,Hurdland_Severs,Hurdland Severs,NA,Hurdland Severs 1,40.11,-92.29
436,Finger_Lake,Finger Lake,NA,Finger Lake 1,39.09,-92.32
437,Thunderbird_Lower,Thunderbird (Lower),NA,Thunderbird (Lower) 1,38.81,-91.81
438,Bethel,Bethel,NA,Bethel 1,38.90141603457868,-92.3422671269329
438,Bethel,Bethel,NA,Bethel R1,38.90141603457868,-92.3422671269329
438-01,Bethel,Bethel,NA,Bethel R1,38.9,-92.34
438-01,Bethel,Bethel,NA,Lab,NA,NA
438-01,Bethel,Bethel,NA,Student Site,NA,NA
439,Cheney,Cheney,NA,Cheney R1,37.74,-97.78
439-01,Cheney,Cheney,NA,Cheney R1,37.74,-97.78
439-01,Cheney,Cheney,NA,Lab,NA,NA
439-01,Cheney,Cheney,NA,Student Site,NA,NA
440,Crow_Pond,Crow Pond,NA,Crow Pond 1,38.89371479356206,-91.73742336214856
441,Montauk,Montauk,NA,Montauk 1,37.46,-91.68
442,Callaway_Fork,Callaway Fork,NA,Callaway Fork 1,38.68,-90.85
442-01,Callaway_Fork,Callaway Fork,NA,Callaway Fork 2,38.69,-90.87
443,Spanish,Spanish,NA,Spanish 1,38.8,-90.2
444,Cole,Cole,NA,Cole 1,38.02,-90.57
445,Rock_Lake_Village,Rock Lake Village,NA,Rock Lake Village 1,38.89,-94.07
446,Sakatah,Sakatah,NA,Mid Lake,44.22457019238308,-93.55708832526604
446,Sakatah,Sakatah,NA,Sakatah Mid,44.22457019238308,-93.55708832526604
446,Sakatah,Sakatah,NA,NA,44.22457019238308,-93.55708832526604
446-01,Sakatah,Sakatah,NA,Lab,NA,NA
446-01,Sakatah,Sakatah,NA,Sakatah R1,44.22,-93.56
446-01,Sakatah,Sakatah,NA,Student Site,NA,NA
446-01-00,Sakatah,Sakatah,NA,NA,44.22442625985434,-93.55670113006484
446-02,Sakatah,Sakatah,NA,Bay,NA,NA
446-02,Sakatah,Sakatah,NA,Sakatah Bay,44.22,-93.56
446-02-00,Sakatah,Sakatah,NA,NA,44.22161680555555,-93.56584368055556
447,Black_Hawk,Black Hawk,NA,Black Hawk R1,42.3,-95.05
447,Black_Hawk,Black Hawk,NA,NA,42.3036,-95.0393
447-01,Black_Hawk,Black Hawk,NA,Lab,NA,NA
447-01,Black_Hawk,Black Hawk,NA,Student Site,NA,NA
450,Marion,Marion,NA,Marion 1,38.37,-90.76
451,Serene,Serene,NA,Serene 1,38.41,-90.78
453,Lafayette_Park,Lafayette Park,NA,Lafayette Park 1,38.62,-90.22
454,Cedar_Hill_Lake_1,Cedar Hill (Lake 1),NA,Cedar Hill (Lake 1) 1,38.33377393852189,-90.65446725191428
455,West_Arrowhead,West Arrowhead,NA,West Arrowhead 1,39.476677545326154,-94.31687956301931
456,Timberland,Timberland,NA,Timberland 1,37.92,-93.97
457,OFallon_Park,OFallon Park,NA,OFallon Park 1,38.68,-90.22
458,Crystal_Morgan,Crystal (Morgan),NA,Crystal (Morgan) 1,38.39,-92.95
459,Fon_du_Lac,Fon du Lac,NA,Fon du Lac 1,38.49,-90.47
460,Houston,Houston,NA,Houston 1,39.19,-94.62
461,See_Tal,See Tal,NA,See Tal 1,38.69,-91.44
462,Tilles_Park,Tilles Park,NA,Tilles Park 1,38.62,-90.36
469,Lakeview_KS,Lakeview (KS),NA,Lakeview (KS) 1,39.01,-95.3
470,WestArrowhead_Howell,NA,NA,WestArrowhead_Howell 1,36.65681998466074,-91.888745399189
